country,year,area,activity,sex,age,fatal_y_n,month,hemisph,Season
USA,2006.0,Florida,Spearfishing,M,35,N,6,North,summer
USA,2006.0,Florida,Body boarding,F,9,N,6,North,summer
USA,2006.0,Florida,Surfing,F,22,N,6,North,summer
USA,2006.0,California,Scuba diving,M,43,N,6,North,summer
USA,2006.0,Florida,Surfing,M,24,N,6,North,summer
USA,2006.0,South Carolina,Playing,F,7,N,6,North,summer
USA,2006.0,Hawaii,Spearfishing,M,26,N,5,North,spring
USA,2006.0,Hawaii,Surfing,M,31,N,5,North,spring
USA,2006.0,Guam,Scuba diving,F,30s,N,5,North,spring
USA,2006.0,Florida,other,M,0,N,5,North,spring
USA,2006.0,Florida,Swimming,F,20s,N,5,North,spring
USA,2006.0,Florida,Surfing,M,54,N,4,North,spring
USA,2006.0,Florida,Standing,F,13,N,4,North,spring
USA,2006.0,Florida,Wading,M,11,N,4,North,spring
Sierra Leone,2006.0,Western Area,Fishing,M,0,Y,3,North,spring
USA,2006.0,Hawaii,Surfing,F,28,N,3,North,spring
USA,2006.0,Hawaii,Standing,F,15,N,2,North,winter
USA,2006.0,California,Night Surfing,M,0,N,1,North,winter
USA,2006.0,Florida,Surfing,M,21,N,1,North,winter
USA,2005.0,Oregon,Surfing,M,30,N,12,North,winter
USA,2005.0,Hawaii,Swimming,M,29,N,12,North,winter
USA,2005.0,Florida,Surfing,M,teen,N,11,North,winter
USA,2005.0,Florida,Surfing,M,23,N,11,North,winter
USA,2005.0,Florida,Surfing,M,30s,N,11,North,winter
USA,2005.0,Florida,Surfing,M,17,N,11,North,winter
USA,2005.0,Florida,Surfing,M,18,N,11,North,winter
USA,2005.0,California,Surfing,M,25,N,11,North,winter
USA,2005.0,California,Surfing,M,26,N,11,North,winter
USA,2005.0,Florida,Wading,M,15,N,10,North,fall
ST. MAARTIN,2005.0,Simpson Bay,Standing,M,55,N,10,North,fall
USA,2005.0,California,Surfing,M,36,N,10,North,fall
USA,2005.0,California,Surfing,F,20,N,10,North,fall
USA,2005.0,Hawaii,Surfing,M,22,N,10,North,fall
USA,2005.0,Florida,Treading water/ Surfing,M,48,N,10,North,fall
USA,2005.0,South Carolina,Body surfing,F,68,N,9,North,fall
USA,2005.0,South Carolina,Surfing,M,18,Y,9,North,fall
USA,2005.0,North Carolina,Wading,F,18,N,9,North,fall
USA,2005.0,Florida,Standing / Surfing,M,62,N,9,North,fall
USA,2005.0,California,Surfing,M,37,N,8,North,summer
USA,2005.0,South Carolina,Swimming,M,8,N,8,North,summer
USA,2005.0,Texas,Walking,M,12,N,8,North,summer
USA,2005.0,North Carolina,Surfing,M,16,N,8,North,summer
USA,2005.0,South Carolina,Swimming,M,14,N,8,North,summer
USA,2005.0,Florida,Wading,F,13,N,7,North,summer
USA,2005.0,Florida,Surfing,M,61,N,7,North,summer
USA,2005.0,North Carolina,Swimming,M,22,N,7,North,summer
USA,2005.0,Texas,Holding onto an inflatable boat,F,14,N,7,North,summer
USA,2005.0,Florida,Standing,M,19,N,7,North,summer
USA,2005.0,Florida,Fishing,M,16,N,6,North,summer
USA,2005.0,Florida,Swimming with boogie board,F,14,Y,6,North,summer
USA,2005.0,Florida,Swimming,M,20,N,6,North,summer
USA,2005.0,South Carolina,Boogie boarding,F,11,N,6,North,summer
USA,2005.0,Texas,Wading,M,6,N,6,North,summer
USA,2005.0,Florida,Swimming,M,33,N,5,North,spring
USA,2005.0,Florida,Crouching in 2' of water,F,0,N,5,North,spring
USA,2005.0,Hawaii,Surfing,M,47,N,5,North,spring
USA,2005.0,Florida,Wading,F,70,N,4,North,spring
USA,2005.0,Texas,Surfing,M,37,N,4,North,spring
USA,2005.0,Florida,other,F,0,N,4,North,spring
USA,2005.0,Hawaii,Surfing,M,0,N,2,North,winter
USA,2005.0,Florida,Spearfishing,M,0,N,2,North,winter
USA,2004.0,California,Surfing,UNKNOWN,38,N,11,North,winter
USA,2004.0,California,Surfing,M,0,N,10,North,fall
USA,2004.0,Hawaii,Spearfishing,M,34,N,10,North,fall
USA,2004.0,California,Surfing,M,16,N,10,North,fall
USA,2004.0,California,Surfing,M,40,N,10,North,fall
USA,2004.0,Oregon,Surfing,M,26,N,9,North,fall
USA,2004.0,South Carolina ,Jumping,F,17,N,9,North,fall
USA,2004.0,Florida,Walking,F,38,N,8,North,summer
USA,2004.0,California,Surfing,M,0,N,8,North,summer
USA,2004.0,California,Diving,M,50,Y,8,North,summer
USA,2004.0,Florida,Swimming,M,47,N,8,North,summer
USA,2004.0,Florida,Surfing,F,20,N,7,North,summer
USA,2004.0,North Carolina,Surfing,F,28,N,7,North,summer
USA,2004.0,North Carolina,Swimming,F,13,N,7,North,summer
USA,2004.0,Texas,Swimming,F,19,N,7,North,summer
USA,2004.0,Texas,Wading / fishing & carrying a bag of fish,M,11,N,7,North,summer
USA,2004.0,Alabama,Wading,M,7,N,7,North,summer
USA,2004.0,California,Surfing,M,45,N,6,North,summer
USA,2004.0,Florida,In water with diving seabirds,F,0,N,6,North,summer
USA,2004.0,Florida,Swimming,M,8,N,6,North,summer
USA,2004.0,Texas,Wading,M,16,N,5,North,spring
USA,2004.0,California,Surfing,M,44,N,5,North,spring
USA,2004.0,Florida,Boogie-boarding / swimming,M,9,N,5,North,spring
USA,2004.0,Florida,other,F,9,N,5,North,spring
USA,2004.0,Texas,Tandem surfing,M,28,N,5,North,spring
USA,2004.0,Hawaii,Surfing,M,57,Y,4,North,spring
USA,2004.0,Florida,other,M,26,N,3,North,spring
USA,2004.0,Florida,Surfing,M,20,N,3,North,spring
USA,2004.0,Florida,Surfing,M,0,N,3,North,spring
USA,2004.0,Florida,Swimming,M,61,N,3,North,spring
USA,2004.0,Hawaii,Snorkeling,F,0,N,3,North,spring
USA,2004.0,Hawaii,Surfing,M,51,N,3,North,spring
USA,2003.0,Florida,Swimming,M,13,N,12,North,winter
USA,2003.0,Florida,Surfing,F,35,N,11,North,winter
USA,2003.0,Florida,Surfing,M,24,N,11,North,winter
USA,2003.0,Florida,Surfing,M,18,N,10,North,fall
USA,2003.0,Hawaii,Surfing,F,13,N,10,North,fall
USA,2003.0,Florida,Surfing,M,46,N,10,North,fall
USA,2003.0,Florida,Surfing,M,19,N,10,North,fall
USA,2003.0,Florida,Surfing,F,0,N,10,North,fall
USA,2003.0,Florida,Surfing,M,18,N,10,North,fall
USA,2003.0,Florida,Sitting on surfboard,M,50,N,10,North,fall
USA,2003.0,Hawaii,Wading near a fishing net,F,41,N,10,North,fall
USA,2003.0,Florida,Surfing,M,16,N,9,North,fall
USA,2003.0,Florida,Surfing,M,21,N,9,North,fall
USA,2003.0,Florida,Surfing,M,19,N,9,North,fall
USA,2003.0,Florida,Surfing,M,17,N,9,North,fall
USA,2003.0,Florida,Surfing,M,30,N,9,North,fall
USA,2003.0,Florida,Body boarding,M,18,N,9,North,fall
USA,2003.0,South Carolina,"Standing, stepped on shark",M,15,N,9,North,fall
USA,2003.0,Florida,Wade-fishing,M,0,N,9,North,fall
USA,2003.0,California,"Swimming, wearing black wetsuit & swim fins",F,50,Y,8,North,summer
USA,2003.0,Florida,Surfing,M,18,N,7,North,summer
USA,2003.0,Florida,Wading,F,15,N,7,North,summer
USA,2003.0,Florida,Surfing,M,21,N,7,North,summer
USA,2003.0,Florida,Spearfishing,M,0,N,7,North,summer
USA,2003.0,Florida,Surfing,M,17,N,6,North,summer
USA,2003.0,Florida,Surfing,M,15,N,6,North,summer
USA,2003.0,Florida,Standing,F,12,N,6,North,summer
USA,2003.0,Hawaii,Swimming with pod of dolphins,M,60,N,6,North,summer
USA,2003.0,Johnston Atoll,Swimming,M,51,N,6,North,summer
USA,2003.0,North Carolina,Surfing ,M,33,N,6,North,summer
USA,2003.0,Florida,Surfing,UNKNOWN,15,N,6,North,summer
USA,2003.0,Florida,Surfing,M,18,N,5,North,spring
USA,2003.0,Florida,Wading,M,22,N,5,North,spring
USA,2003.0,Hawaii,Swimming,M,20,N,5,North,spring
USA,2003.0,Florida,Walking,F,9,N,5,North,spring
USA,2003.0,Florida,Surfing,M,36,N,4,North,spring
USA,2003.0,Florida,Surfing,M,17,N,4,North,spring
USA,2003.0,Florida,Surfing,M,30,N,4,North,spring
USA,2003.0,Florida,Surfing,M,23,N,4,North,spring
USA,2003.0,Florida,Surfing,M,18,N,4,North,spring
USA,2003.0,Florida,Jumping,M,11,N,4,North,spring
USA,2003.0,Florida,Surfing,M,12,N,4,North,spring
USA,2003.0,Florida,Swimming (using a float),M,20,N,4,North,spring
USA,2003.0,Florida,Surfing,M,0,N,4,North,spring
USA,2003.0,Florida,Surfing,M,50,N,4,North,spring
USA,2003.0,Florida,Swimming,M,54,N,2,North,winter
USA,2002.0,California,Body boarding,M,48,N,11,North,winter
USA,2002.0,Hawaii,Swimming,F,34,N,11,North,winter
USA,2002.0,Florida,Surfing,M,21,N,11,North,winter
USA,2002.0,Florida,Boogie boarding,M,16,N,11,North,winter
USA,2002.0,Hawaii,Swimming,F,60,N,10,North,fall
USA,2002.0,Florida,Surfing,M,21,N,10,North,fall
USA,2002.0,Florida,Surfing,M,14,N,10,North,fall
USA,2002.0,Florida,Surfing,M,35,N,10,North,fall
USA,2002.0,Florida,Surfing,M,18,N,10,North,fall
USA,2002.0,Florida,Surfing,M,47,N,9,North,fall
USA,2002.0,Florida,Surfing,M,32,N,9,North,fall
USA,2002.0,Hawaii,Fishing from Surfboard,M,55,N,9,North,fall
USA,2002.0,Oregon,Boogie boarding or Surfing,M,24,N,9,North,fall
USA,2002.0,California,Surfing,M,35,N,9,North,fall
USA,2002.0,Hawaii,Body boarding,UNKNOWN,0,N,9,North,fall
USA,2002.0,Florida,Boogie boarding,M,20,N,9,North,fall
USA,2002.0,Hawaii,Surfing,M,16,N,8,North,summer
USA,2002.0,Alabama,Swimming,F,29,N,8,North,summer
USA,2002.0,Florida,Surfing,M,27,N,8,North,summer
USA,2002.0,Florida,Surfing,M,15,N,8,North,summer
USA,2002.0,Florida,Standing,M,15,N,8,North,summer
USA,2002.0,North Carolina,Standing,M,14,N,8,North,summer
USA,2002.0,South Carolina,Surfing,M,13,N,7,North,summer
USA,2002.0,North Carolina,Swimming,F,15,N,7,North,summer
USA,2002.0,North Carolina,Standing,F,9,N,7,North,summer
USA,2002.0,Florida,Swimming,F,11,N,6,North,summer
USA,2002.0,Hawaii,Sitting on surfboard,UNKNOWN,0,N,6,North,summer
USA,2002.0,Florida,Surfing,M,28,N,6,North,summer
USA,2002.0,Florida,Surfing,M,50,N,6,North,summer
USA,2002.0,Florida,Swimming,M,10,N,6,North,summer
USA,2002.0,California,Surfing,M,24,N,5,North,spring
USA,2002.0,Florida,Floating on a raft,M,16,N,5,North,spring
USA,2002.0,Florida,Playing in the surf with his 2 dogs,M,35,N,5,North,spring
USA,2002.0,Florida,Fishing,M,31,N,5,North,spring
USA,2002.0,Florida,"Surfing, but standing in water alongside board",M,34,N,4,North,spring
USA,2002.0,Florida,Surfing,M,28,N,4,North,spring
USA,2002.0,Florida,Wading,M,41,N,4,North,spring
USA,2002.0,Florida,Swimming / Wading,M,29,N,4,North,spring
USA,2002.0,Hawaii,Body-boarding,M,17,N,3,North,spring
USA,2002.0,Florida,Wading,F,11,N,3,North,spring
USA,2002.0,Florida,Swimming /  boogie boarding,M,20,N,3,North,spring
USA,2002.0,Florida,Snorkeling,M,39,N,3,North,spring
USA,2002.0,Florida,Surfing,M,31,N,3,North,spring
USA,2002.0,Hawaii,Snorkeling,M,35,N,1,North,winter
USA,2001.0,Hawaii,Surfing,UNKNOWN,0,N,11,North,winter
USA,2001.0,Florida,Surfing,M,14,N,9,North,fall
USA,2001.0,Florida,Boogie boarding,M,65,N,9,North,fall
USA,2001.0,North Carolina,Surfing,M,16,N,9,North,fall
USA,2001.0,Florida,Walking in shallows,M,13,N,9,North,fall
USA,2001.0,North Carolina,Swimming ,M,28,Y,9,North,fall
USA,2001.0,North Carolina,Swimming,F,23,N,9,North,fall
USA,2001.0,Florida,Wading,M,20,N,9,North,fall
USA,2001.0,Virginia,Swimming ,M,10,Y,9,North,fall
USA,2001.0,Florida,Standing,F,29,N,8,North,summer
USA,2001.0,Florida,Wading,M,69,N,8,North,summer
USA,2001.0,Florida,Boogie Boarding,M,18,N,8,North,summer
USA,2001.0,Florida,Boogie Boarding,M,18,N,8,North,summer
USA,2001.0,Florida,Surfing,M,17,N,8,North,summer
USA,2001.0,Florida,Surfing,M,27,N,8,North,summer
USA,2001.0,Florida,Surfing,M,32,N,8,North,summer
USA,2001.0,Florida,Surfing,F,17,N,8,North,summer
USA,2001.0,Florida,Surfing,F,17,N,8,North,summer
USA,2001.0,Florida,Surfing,M,20,N,8,North,summer
USA,2001.0,Florida,Surfing,M,19,N,8,North,summer
USA,2001.0,Florida,Surfing,M,19,N,8,North,summer
USA,2001.0,South Carolina,other,F,0,N,8,North,summer
USA,2001.0,South Carolina,other,F,0,N,7,North,summer
USA,2001.0,Florida,other,M,0,N,7,North,summer
USA,2001.0,Florida,other,F,0,N,7,North,summer
USA,2001.0,Florida,Surfing,M,48,N,7,North,summer
USA,2001.0,Florida,Boogie boarding,M,18,N,7,North,summer
USA,2001.0,Florida,Swimming,M,8,N,7,North,summer
USA,2001.0,South Carolina,other,UNKNOWN,0,N,7,North,summer
USA,2001.0,Georgia,Floating face-down in knee-deep water,M,35,N,7,North,summer
USA,2001.0,Texas,Swimming,M,14,N,6,North,summer
USA,2001.0,South Carolina,Wading,F,29,N,6,North,summer
USA,2001.0,Texas,other,M,16,N,5,North,spring
USA,2001.0,South Carolina,Swimming,M,11,N,5,North,spring
USA,2001.0,South Carolina,Swimming,M,0,N,5,North,spring
USA,2001.0,Florida,Surfing,M,45,N,5,North,spring
USA,2001.0,Florida,Boogie boarding,M,14,N,4,North,spring
USA,2001.0,Florida,Surfing,M,16,N,4,North,spring
USA,2001.0,Florida,Surfing,M,12,N,4,North,spring
USA,2001.0,Florida,other,M,35,N,4,North,spring
USA,2001.0,Florida,Surfing,M,38,N,4,North,spring
USA,2001.0,Florida,Surfing,M,21,N,4,North,spring
USA,2001.0,Florida,Body boarding,M,12,N,4,North,spring
USA,2001.0,Florida,Surfing,M,22,N,4,North,spring
USA,2001.0,Florida,Surfing,M,19,N,4,North,spring
USA,2001.0,Florida,Surfing,M,22,N,4,North,spring
USA,2001.0,Hawaii,Surfing,M,0,N,4,North,spring
USA,2001.0,Florida,Surfing,UNKNOWN,16,N,4,North,spring
USA,2001.0,Florida,Standing alongside surfboard,M,26,N,4,North,spring
USA,2001.0,Hawaii,Body-boarding,M,0,N,3,North,spring
USA,2001.0,Florida,Surfing,M,0,N,3,North,spring
USA,2001.0,California,Surfing,M,0,N,1,North,winter
USA,2000.0,Florida,Swimming,M,73,N,11,North,winter
USA,2000.0,California,Surfing,M,27,N,11,North,winter
USA,2000.0,Florida,Surfing,M,23,N,10,North,fall
USA,2000.0,Hawaii,Swimming / snorkeling,F,56,N,10,North,fall
USA,2000.0,Florida,Swimming,M,69,N,10,North,fall
USA,2000.0,Florida,Surfing,M,17,N,10,North,fall
USA,2000.0,Florida,Surfing,M,23,N,10,North,fall
USA,2000.0,Florida,Body surfing,M,11,N,10,North,fall
USA,2000.0,North Carolina,Surfing,M,24,N,10,North,fall
USA,2000.0,California,Sitting on surfboard,M,0,N,9,North,fall
USA,2000.0,South Carolina,other,UNKNOWN,0,N,9,North,fall
USA,2000.0,Florida,Standing / surfing,M,49,N,9,North,fall
USA,2000.0,Florida,Surfing,F,26,N,9,North,fall
USA,2000.0,Florida,Swimming / Body surfing,M,25,N,9,North,fall
USA,2000.0,Florida,Swimming,M,8,N,9,North,fall
USA,2000.0,Florida,Wading,M,40,N,9,North,fall
USA,2000.0,Florida,Swimming,M,47,N,8,North,summer
USA,2000.0,Florida,Jumped into the water,M,69,Y,8,North,summer
USA,2000.0,North Carolina,Swimming out to porpoises ,M,0,N,8,North,summer
USA,2000.0,Hawaii,"Windsurfing, but sitting on his board",M,53,N,8,North,summer
USA,2000.0,Florida,Surfing / Wading,M,27,N,8,North,summer
USA,2000.0,Florida,Standing,F,44,N,8,North,summer
USA,2000.0,Florida,other,M,5,N,7,North,summer
USA,2000.0,Florida,Snorkeling,F,45,N,7,North,summer
USA,2000.0,North Carolina,Surfing,M,16,N,7,North,summer
USA,2000.0,North Carolina,Surfing,M,14,N,7,North,summer
USA,2000.0,Florida,Wading,M,13,N,7,North,summer
USA,2000.0,Florida,Swimming ,M,41,N,7,North,summer
USA,2000.0,Texas,Jumping,M,5,N,7,North,summer
USA,2000.0,North Carolina,Playing,F,12,N,7,North,summer
USA,2000.0,Florida,Wading,F,20,N,7,North,summer
USA,2000.0,Florida,"Spearfishing, holding mesh bag with speared fish",F,55,N,7,North,summer
USA,2000.0,Florida,Wading,F,13,N,7,North,summer
USA,2000.0,Florida,Standing,F,19,N,7,North,summer
USA,2000.0,Florida,Standing,M,52,N,6,North,summer
USA,2000.0,Texas,Surfing,M,17,N,6,North,summer
USA,2000.0,Alabama,Swimming,M,55,N,6,North,summer
USA,2000.0,Alabama,Swimming ,M,44,N,6,North,summer
USA,2000.0,Florida,Snorkeling,M,13,N,6,North,summer
USA,2000.0,Florida,Walking,M,34,N,4,North,spring
USA,2000.0,Florida,Boogie boarding / wading,M,0,N,4,North,spring
USA,2000.0,Florida,Fishing,M,0,N,3,North,spring
USA,2000.0,Florida,Boogie boarding,F,14,N,3,North,spring
USA,2000.0,Florida,Surfing,M,37,N,3,North,spring
USA,2000.0,Louisiana,Spearfishing,M,39,N,3,North,spring
USA,2000.0,Florida,other,M,27,N,2,North,winter
