Country,Year,Area,Activity,Sex,Age,Fatal_Y_N,Month
USA,2018,Georgia,Standing,F,11,N,6
AUSTRALIA,2018,New South Wales,Surfing,M,0,N,6
AUSTRALIA,2018,New South Wales,Kite surfing,M,0,N,6
BRAZIL,2018,Pernambuco,Swimming,M,18,Y,6
USA,2018,Florida,Fishing,M,52,N,5
USA,2018,Florida,Walking,M,15,N,5
USA,2018,Florida,Standing,M,12,N,5
USA,2018,South Carolina,Boogie boarding,M,10,N,5
USA,2018,South Carolina,Swimming,M,10,N,5
SOUTH AFRICA,2018,Eastern Cape Province,Surfing,M,0,N,5
THAILAND,2018,Hua Hin,Swimming,M,0,N,4
COSTA RICA,2018,Cocos Island,Scuba diving,M,30,N,4
AUSTRALIA,2018,Western Australia,Surfing,M,0,N,4
AUSTRALIA,2018,Western Australia,Surfing,M,60,N,4
AUSTRALIA,2018,Western Australia,Surfing,M,0,N,4
MALDIVES,2018,Alifu Alifu Atoll,Fishing,M,32,N,4
SOUTH AFRICA,2018,Western Cape Province,Paddle-skiing,M,33,N,4
USA,2018,Hawaii,Body boarding,M,29,N,4
THAILAND,2018,Hua Hin,Swimming,M,54,N,4
BRAZIL,2018,Pernambuco,Swimming,M,34,N,4
AUSTRALIA,2018,Western Australia,Surfing,M,41,N,4
AUSTRALIA,2018,Western Australia,Surfing,M,37,N,4
BAHAMAS,2018,New Providence,Surfing,M,0,N,4
NEW CALEDONIA,2018,other,Windsurfing,UNKNOWN,0,N,4
BAHAMAS,2018,other,Swimming,M,12,N,4
SOUTH AFRICA,2018,Eastern Cape Province,Surfing,M,19,N,4
USA,2018,Hawaii,Stand-Up Paddleboarding,M,25,N,3
AUSTRALIA,2018,Western Australia,Wading,M,10,N,3
AUSTRALIA,2018,Victoria,Swimming,M,69,N,3
AUSTRALIA,2018,Victoria,Surfing,M,18,N,3
SOUTH AFRICA,2018,KwaZulu-Natal,Scuba Diving,M,38,N,2
AUSTRALIA,2018,New South Wales,Swimming,F,55,N,2
AUSTRALIA,2018,New South Wales,Walking,M,35,N,2
ECUADOR,2018,Galapagos Islands,Snorkeling,M,45,N,2
AUSTRALIA,2018,Western Australia,other,M,18,N,1
NEW CALEDONIA,2018,other,Spearfishing,M,40s,N,1
AUSTRALIA,2018,Queensland,Diving,M,0,N,1
AUSTRALIA,2018,New South Wales,Free diving,M,28,N,1
BRAZIL,2018,Fernando de Noronha,Surfing,M,20,N,1
AUSTRALIA,2018,Western Australia,Surfing,M,0,N,1
USA,2017,Hawaii,Surfing,F,54,N,12
USA,2017,California,Surfing,F,35,N,12
BAHAMAS,2017,other,Snorkeling,F,25,N,12
COSTA RICA,2017,Cocos Island,Scuba Diving,M,26,N,11
COSTA RICA,2017,Cocos Island,Scuba diving,F,49,Y,11
USA,2017,California,Spearfishing,M,25,N,11
USA,2017,Florida,Surfing,F,14,N,11
other,2017,other,Surfing,M,24,N,11
AUSTRALIA,2017,New South Wales,Surfing,M,25,N,11
CUBA,2017,Holquin Province,Night bathing,M,22,Y,11
AUSTRALIA,2017,Queensland,Snorkeling,M,7,N,10
AUSTRALIA,2017,New South Wales,Surfing,M,31,N,10
USA,2017,Hawaii,Stand-Up Paddleboarding,M,0,N,10
MAURITIUS,2017,Pamplemousses ,Swimming,M,0,N,10
USA,2017,Florida,Surfing ,M,17,N,10
USA,2017,Florida,Swimming,F,60,N,10
AUSTRALIA,2017,South Australia,Kayaking / Fishing,F,15,N,10
NEW ZEALAND,2017,North Island,Kayaking,M,0,N,10
USA,2017,Florida,Swimming,M,0,N,10
USA,2017,Hawaii,Surfing,M,54,N,10
USA,2017,Hawaii,Snorkeling,F,40,N,10
USA,2017,Florida,Surfing,M,0,N,9
AUSTRALIA,2017,Western Australia,Surfing,M,0,N,9
USA,2017,Florida,Surfing,M,0,N,9
USA,2017,Florida,Surfing,M,0,N,9
SPAIN,2017,Canary Islands,Body surfing,M,13,N,9
USA,2017,Florida,Surfing,M,28,N,9
USA,2017,Florida,Surfing,M,18,N,9
AUSTRALIA,2017,Westerm Australia,Swimming,M,0,N,9
AUSTRALIA,2017,New South Wales,Surfing,M,35,N,9
SOLOMON ISLANDS,2017,other,Spearfishing,M,0,N,9
SOUTH AFRICA,2017,Western Cape Province,"Swimming, poaching abalone",M,0,Y,9
JAPAN,2017,Shizuoka Prefecture,Surfing,M,42,N,9
USA,2017,Florida,Swimming,M,0,N,9
USA,2017,Texas,Swimming,F,0,N,9
USA,2017,Florida,Surfing,M,17,N,9
AUSTRALIA,2017,Victoria,Surfing,M,37,N,8
USA,2017,Florida,Wading,F,3,N,8
NEW ZEALAND,2017,North Island,Canoeing,M,0,N,8
USA,2017,Massachusetts,SUP,M,69,N,8
BAHAMAS,2017,other,Spearfishing,M,0,N,8
USA,2017,South Carolina,Swimming,M,13,N,8
EGYPT,2017,Red Sea Protectorate,Snorkeling,F,20,N,8
USA,2017,Florida,Skimboarding,M,15,N,7
USA,2017,South Carolina,other,F,12,N,7
BAHAMAS,2017,New Providence District,Snorkeling,F,0,N,7
BAHAMAS,2017,40 miles off Grand Bahama Island,Spearfishing,M,0,N,7
"ST HELENA, British overseas territory",2017,Ascension Island,Surfing,M,37,N,7
USA,2017,New Jersey,other,F,0,N,7
SPAIN,2017,Majorca,Swimming,F,0,N,7
USA,2017,Florida,other,F,40,N,7
USA,2017,California,SUP,M,50,N,7
USA,2017,Washington,Surfing,M,0,N,7
AUSTRALIA,2017,Western Australia,Surfing,M,0,N,7
USA,2017,Florida,Swimming,M,46,N,7
SOUTH AFRICA,2017,Eastern Cape Province,Surfing,F,13,N,7
USA,2017,South Carolina,Swimming,F,16,N,6
USA,2017,Florida,Surfing,M,0,N,6
USA,2017,South Carolina,Swimming,F,14,N,6
REUNION,2017,other,Body boarding,M,34,N,6
SPAIN,2017,Ibiza Island,Swimming,M,82,N,6
FRENCH POLYNESIA,2017,Marquesas,Surfing,M,0,N,6
BAHAMAS,2017,other,Feeding sharks,F,0,N,6
AUSTRALIA,2017,Western Australia,Body boarding,M,48,N,6
AUSTRALIA,2017,Victoria,Surfing,F,0,N,6
USA,2017,Florida,Surfing,M,19,N,6
UNITED KINGDOM,2017,South Devon,Surfing ,M,30,N,6
USA,2017,Florida,Spearfishing,M,0,N,6
BAHAMAS,2017,New Providence ,Snorkeling,F,32,N,6
USA,2017,Florida,Feeding sharks,M,0,N,5
UNITED ARAB EMIRATES,2017,"Sharjah, ",Spearfishing,M,41,N,5
MEXICO,2017,Baja California Sur,Snorkeling,M,33,Y,6
USA,2017,California,Swimming,F,0,N,4
SOUTH AFRICA,2017,Western Cape Province,Surfing,M,14,N,4
USA,2017,South Carolina,Surfing,F,33,N,4
REUNION,2017,Saint-Leu,Body boarding,M,28,Y,4
NEW ZEALAND,2017,South Island,Body boarding,F,20s,N,4
"ST HELENA, British overseas territory",2017,Ascension Island,Snorkeling,F,40,N,4
USA,2017,Florida,other,UNKNOWN,0,N,4
AUSTRALIA,2017,Western Australia,Surfing,F,17,Y,4
USA,2017,Hawaii,Surfing,M,28,N,4
USA,2017,Florida,Surfing,M,17,N,4
USA,2017,Florida,Surfing,F,0,N,4
USA,2017,Florida,Surfing,F,35,N,4
USA,2017,Florida,Paddle boarding,F,10,N,4
USA,2017,Florida,Swimming,F,21,N,4
USA,2017,Florida,Swimming,M,16,N,4
USA,2017,Florida,Swimming,F,51,N,4
AUSTRALIA,2017,Queensland,Kakaying,M,39,N,4
USA,2017,Florida,Swimming,F,17,N,4
USA,2017,Florida,Surfing,M,58,N,3
AUSTRALIA,2017,New South Wales,Body boarding,M,30,N,3
PHILIPPINES,2017,Luzon Island,Spearfishing,M,25,N,3
BAHAMAS,2017,Great Exuma,Washing hands,M,58,N,3
AUSTRALIA,2017,Western Australia,Snorkeling,F,0,N,2
AUSTRALIA,2017,Western Australia,Surfing,M,0,N,2
REUNION,2017,Saint-Andre,Body boarding,M,26,Y,2
AUSTRALIA,2017,Queensland,Spearfishing,M,26,N,2
USA,2017,Florida,Swimming,M,22,N,2
BAHAMAS,2017,Bimini,Scuba Diving,M,37,N,2
BRAZIL,2017,Pernambuco,Swimming,M,21,N,1
USA,2017,Florida,other,M,Teen,N,1
AUSTRALIA,2017,Queensland,Scuba Diving,M,55,N,1
AUSTRALIA,2017,Queensland,Swimming,M,57,N,1
USA,2017,Florida,other,M,0,N,1
INDONESIA,2017,Bali,Surfing,M,48,N,1
USA,2017,Florida,Wading,M,47,N,1
USA,2016,Florida,Surfing,M,16,N,12
AUSTRALIA,2016,Western Australia,Snorkeling,F,0,N,12
SOUTH AFRICA,2016,Western Cape Province,Surf skiing ,M,55,N,12
AUSTRALIA,2016,Western Australia,Free diving,M,61,N,12
FRENCH POLYNESIA,2016,Tuamotos,Fishing,M,40s,N,12
AUSTRALIA,2016,New South Wales,Surfing,M,65,N,12
USA,2016,Hawaii,Floating,F,58,N,11
USA,2016,Florida,Surfing,M,41,N,10
USA,2016,Florida,Surfing,M,42,N,10
AUSTRALIA,2016,New South Wales,Surfing,M,36,N,10
USA,2016,Hawaii,Surfing,M,36,N,10
AUSTRALIA,2016,Queensland,Surfing,M,0,N,10
USA,2016,Hawaii,Snorkeling,F,66,N,10
AUSTRALIA,2016,New South Wales,Surfing,M,25,N,10
USA,2016,Oregon,Surfing,M,29,N,10
USA,2016,Florida,Surfing,M,21,N,10
USA,2016,Florida,Surfng,M,32,N,10
AUSTRALIA,2016,New South Wales,Surfing,M,17,N,9
USA,2016,Florida,Surfing,M,16,N,9
USA,2016,Florida,Surfing,M,36,N,9
USA,2016,Florida,Surfing,M,43,N,9
USA,2016,California,Surfing,M,43,N,9
AUSTRALIA,2016,Victoria,Surfing,M,0,N,9
AUSTRALIA,2016,Victoria,Surfing,M,0,N,9
USA,2016,Florida,Wading,M,60s,N,9
USA,2016,Hawaii,Swimming,F,51,N,9
NEW CALEDONIA,2016,North Province,Kite surfing,M,50,Y,9
USA,2016,South Carolina,Boogie boarding,F,12,N,9
AUSTRALIA,2016,Western Australia,Surfing,M,0,N,9
USA,2016,Florida,Body boarding,M,9,N,9
USA,2016,California,Spearfishing,M,22,N,9
USA,2016,Florida,Surfing,M,25,N,8
USA,2016,Florida,Surfing,M,37,N,8
REUNION,2016,other,Surfing,M,20,N,8
USA,2016,Florida,Wading,M,49,N,8
BAHAMAS,2016,New Providence Island,Snorkeling,M,15,N,8
USA,2016,Hawaii,SUP Foil boarding,M,21,N,8
USA,2016,Florida,Surfing,M,22,N,8
SPAIN,2016,Alicante Province,Swimming,M,40,N,7
CHINA,2016,Hong Kong,Swimming,M,72,N,7
AUSTRALIA,2016,New South Wales,Surfing,M,18,N,7
JAPAN,2016,Kochi Prefecture,Surfing,M,29,N,7
AUSTRALIA,2016,Tasmania,Surfing,M,36,N,7
BAHAMAS,2016,Abaco Islands,Spearfishing,M,0,N,7
USA,2016,Florida,Surfing,F,9,N,7
USA,2016,Florida,other,F,11,N,7
USA,2016,California,Kite surfing,M,61,N,7
USA,2016,South Carolina,Swimming,M,0,N,7
BAHAMAS,2016,other,Scuba Diving,M,0,N,7
SPAIN,2016,Canary Islands,Wading,F,10,N,7
USA,2016,Florida,Swimming,F,42,N,7
USA,2016,South Carolina,other,M,35,N,6
USA,2016,North Carolina,Surfing,M,11,N,6
COLUMBIA,2016,Isla Provedencia,Scuba Diving,M,59,N,6
SOUTH AFRICA,2016,Western Cape Province,Spearfishing,M,43,N,6
USA,2016,South Carolina,Floating,M,42,N,6
USA,2016,Florida,Wading,M,0,N,6
USA,2016,Hawaii,Surfing,M,0,N,6
USA,2016,Texas,Floating in tube,F,6,N,6
USA,2016,North Carolina,Standing,M,19,N,6
USA,2016,Florida,Swimming,M,64,N,6
AUSTRALIA,2016,Western Australia,Diving,F,60,Y,6
EGYPT,2016,Suez,Swimming,M,23,N,6
AUSTRALIA,2016,New South Wales,Spearfishing,M,0,N,6
NEW CALEDONIA,2016,other,Kite surfing,M,0,N,6
AUSTRALIA,2016,Western Australia,Surfing,M,29,Y,5
USA,2016,California,Swimming,F,52,N,5
USA,2016,Florida,Swimming,M,13,N,5
USA,2016,Florida,Swimming,F,57,N,5
USA,2016,Florida,Swimming,F,22,N,5
USA,2016,Florida,Swimming,F,11,N,5
USA,2016,Florida,Swimming,M,48,N,5
USA,2016,Hawaii,Floating,M,59,N,5
INDONESIA,2016,Bali,Surfing,M,24,N,4
USA,2016,Florida,Surfing,M,15,N,4
SOUTH AFRICA,2016,Western Cape Province,Surf-skiing,M,0,N,4
AUSTRALIA,2016,New South Wales,Swimming,M,12,N,4
USA,2016,Florida,Spearfishing,M,26,N,4
NEW CALEDONIA,2016,Grand Terre,Walking,F,69,Y,4
USA,2016,Florida,Fishing,M,34,N,4
USA,2016,Hawaii,Snorkeling,F,46,N,3
AUSTRALIA,2016,New South Wales,Surfing,M,22,N,3
USA,2016,Florida,other,M,Teen,N,3
AUSTRALIA,2016,New South Wales,Surfing,M,41,N,3
USA,2016,Florida,Body surfing,M,19,N,3
Fiji,2016,Vanua Levu,Diving for beche-de-mer,M,45,Y,3
USA,2016,Florida,other,M,12,N,3
AUSTRALIA,2016,South Australia,Fishing,M,0,N,3
BRAZIL,2016,Santa Catarina State,Swimming,M,41,N,3
NEW CALEDONIA,2016,South Province,Kite surfing,M,21,N,2
NEW CALEDONIA,2016,South Province,Spearfishing,M,31,N,2
DOMINICAN REPUBLIC,2016,Altagracia Province,Wading,F,0,N,2
AUSTRALIA,2016,Queensland,Walking,F,45,N,2
AUSTRALIA,2016,New South Wales,Windsurfing,M,40,N,2
BRAZIL,2016,Balneário Camboriú,Swimming,M,41,N,2
USA,2016,Hawaii,Surfing,M,0,N,1
USA,2016,Hawaii,Surfing,F,15,N,1
USA,2016,Texas,Spearfishing,M,0,N,1
USA,2016,Hawaii,Paddle boarding,M,48,N,1
AUSTRALIA,2016,Queensland,Surfing,M,0,N,1
AUSTRALIA,2016,Queensland,Wading,M,11,N,1
AUSTRALIA,2016,Queensland,Spearfishing,M,31,N,1
SPAIN,2015,Grand Canary Island,Swimming,F,38,N,12
USA,2015,Hawaii,Paddle boarding,M,71,N,12
AUSTRALIA,2015,New South Wales,Surfing,M,43,N,12
BRAZIL,2015,Pernambuco,Scuba diving,M,32,N,12
ARUBA,2015,other,Sea disaster,M,58,Y,12
BAHAMAS,2015,other,Lobster fishing,M,26,N,12
SOUTH AFRICA,2015,Eastern Cape Province,Swimming / Wading,F,22,N,12
ECUADOR,2015,Galapagos Islands,Snorkeling,M,55,N,11
USA,2015,Florida,Surfing,M,0,N,11
USA,2015,Florida,Swimming,F,0,N,11
USA,2015,Florida,Surfing,M,28,N,11
AUSTRALIA,2015,New South Wales,Surfing,M,20,N,11
USA,2015,Hawaii,Swimming,M,54,N,11
USA,2015,Florida,Wading,F,28,N,11
MOZAMBIQUE,2015,Inhambane Province,Fishing,M,19,N,11
AUSTRALIA,2015,Western Australia,Spearfishing,M,50,N,10
USA,2015,Hawaii,Body boarding,M,10,N,10
SOUTH AFRICA,2015,Western Cape Province,Surfing,M,42,N,10
USA,2015,Florida,Surfing,M,21,N,10
USA,2015,Florida,Surfing,M,21,N,10
MOZAMBIQUE,2015,Inhambane Province,Fishing for shrimp,F,35,Y,10
USA,2015,Hawaii,Swimming,M,44,N,10
USA,2015,South Carolina,Boogie boarding,F,9,N,10
USA,2015,Hawaii,Surfing,M,25,N,10
MOZAMBIQUE,2015,Inhambane Province,Fishing,M,0,N,10
AUSTRALIA,2015,Western Australia,Surfing,M,18,N,10
USA,2015,Florida,Body boarding,M,22,N,10
USA,2015,Texas,Wading,M,13,N,10
USA,2015,Florida,Surfing,M,14,N,10
USA,2015,Florida,Surfing,M,22,N,9
AUSTRALIA,2015,Queensland,Snorkeling,F,7,N,9
USA,2015,Florida,Surfing,M,14,N,9
USA,2015,Hawaii,Spearfishing,M,27,N,9
USA,2015,Florida,Wading,M,12,N,9
USA,2015,Florida,Photographing fish,M,16,N,9
USA,2015,Florida,Swimming,M,0,N,9
USA,2015,Florida,Surfing,M,20,N,9
AUSTRALIA,2015,New South Wales,Surfing,M,42,N,9
USA,2015,California,Stand-Up Paddleboarding,F,50,N,9
AUSTRALIA,2015,New South Wales,Surf-skiing,M,62,N,9
USA,2015,South Carolina,other,M,0,N,9
THAILAND,2015,Phuket,Wading,F,37,N,9
FIJI,2015,other,Spearfishing,M,0,N,9
USA,2015,California,Surfing,F,54,N,8
USA,2015,California,Surfing,M,21,N,8
AUSTRALIA,2015,New South Wales,Surfing,M,38,N,8
USA,2015,South Carolina,Surfing,M,15,N,8
USA,2015,Florida,Walking,F,10,N,8
AUSTRALIA,2015,New South Wales,Surfing,M,52,N,7
COSTA RICA,2015,Guanacaste,Surfing,M,47,N,7
USA,2015,Florida,Surfing,M,25,N,7
AUSTRALIA,2015,Tasmania,Scallop diving on hookah,M,46,Y,7
AUSTRALIA,2015,Victoria,Surfing,M,40,N,7
REUNION,2015,other,Surfing,M,45,N,7
SOUTH AFRICA,2015,Eastern Cape Province,Surfing,M,34,N,7
USA,2015,California,Surfing,M,38,N,7
BAHAMAS,2015,Grand Bahama Island,Spearfishing,F,23,N,7
USA,2015,North Carolina,other,M,32,N,7
AUSTRALIA,2015,New South Wales,Surfing,M,52,N,7
AUSTRALIA,2015,New South Wales,Body boarding ,M,32,N,7
USA,2015,North Carolina,Swimming,M,68,N,7
AUSTRALIA,2015,New South Wales,Surfing,M,0,N,6
USA,2015,South Carolina,Playing in the water,M,12,N,6
USA,2015,North Carolina,Swimming,M,18,N,6
SOUTH AFRICA,2015,Western Cape Province,Body Boarding,M,19,N,6
SOUTH AFRICA,2015,Western Cape Province,Surfing,M,23,N,6
USA,2015,South Carolina,Standing,M,43,N,6
USA,2015,North Carolina,Body surfing?,M,47,N,6
USA,2015,North Carolina,Swimming,M,6,N,6
USA,2015,South Carolina,Standing,M,9,N,6
PUERTO RICO,2015,other,Spearfishing,M,36,N,6
USA,2015,Florida,Swimming,M,10,N,6
USA,2015,North Carolina,Wading,M,16,N,6
USA,2015,North Carolina,Wading,F,12,N,6
USA,2015,California,other,F,0,N,6
USA,2015,North Carolina,Boogie boarding,F,13,N,6
USA,2015,Florida,Playing,M,11,N,6
USA,2015,Florida,Attempting to rescue a shark,F,17,N,6
REUNION,2015,Le Port,Surfing,M,47,N,6
USA,2015,Florida,Standing,F,14,N,5
USA,2015,Florida,Wading,F,19,N,5
FRENCH POLYNESIA,2015,Rangiroa,Spearfishing,M,19,N,5
USA,2015,Florida,Swimming,F,13,N,5
USA,2015,Florida,Surfing,M,18,N,5
USA,2015,South Carolina,other,M,30,N,5
NEW CALEDONIA,2015,other,Snorkeling,M,50,Y,5
USA,2015,Florida,Swimming,M,0,N,5
AUSTRALIA,2015,New South Wales,Surfing,M,0,N,5
SOUTH AFRICA,2015,Eastern Cape Province,Diving,M,29,N,5
USA,2015,Hawaii,Snorkeling,F,65,Y,4
USA,2015,Florida,Wading,M,63,N,4
AUSTRALIA,2015,South Australia,Surfing,M,26,N,4
AUSTRALIA,2015,New South Wales,Surf skiing ,M,71,N,4
USA,2015,Florida,Photographing the shark,M,48,N,4
REUNION,2015,Saint-Gilles-les-Bains,Surfing,M,13,Y,4
AUSTRALIA,2015,New South Wales,Paddle boarding,M,0,N,4
USA,2015,Florida,Spearfishing,M,70,N,4
EGYPT,2015,other,Swimming,M,52,Y,3
USA,2015,Hawaii,Standing / Snorkeling,M,58,N,3
FRENCH POLYNESIA,2015,Bora Bora,Hand feeding sharks,M,9,N,3
FRENCH POLYNESIA,2015,Central Tuamotu,Sitting in the water,M,18 months,N,3
REUNION,2015,d’Étang-Salé,Swimming,F,22,Y,2
AUSTRALIA,2015,New South Wales,Surfing,M,41,Y,2
AUSTRALIA,2015,New South Wales,Surfing,M,35,N,2
AUSTRALIA,2015,New South Wales,Bodysurfing,M,0,N,2
AUSTRALIA,2015,New South Wales,Surfing,M,0,N,1
SOUTH AFRICA,2015,Eastern Cape Province,Floating,M,24,N,1
AUSTRALIA,2015,New South Wales,Filming,M,17,N,1
BAHAMAS,2015,Abaco Islands,Snorkeling,F,34,N,1
SOUTH AFRICA,2015,Eastern Cape Province,Surfing,M,15,N,1
USA,2015,Florida,other,M,12,N,1
AUSTRALIA,2014,New South Wales,Surfing,UNKNOWN,0,N,12
AUSTRALIA,2014,Western Australia,Spearfishing,M,17,Y,12
USA,2014,California,Surfing,M,50,N,12
JAPAN,2014,other,Diving / Filming,M,0,N,12
AUSTRALIA,2014,Queensland,Spearfishing,M,17,Y,12
AUSTRALIA,2014,Western Australia,Surfing,M,13,N,11
USA,2014,Florida,Surfing,M,44,N,11
USA,2014,Hawaii,Snorkeling,M,53,N,11
AUSTRALIA,2014,New South Wales,Surfing,M,0,N,11
USA,2014,Florida,Surfing,M,18,N,11
USA,2014,Hawaii,Surfing,F,34,N,10
USA,2014,Hawaii,Stand-Up Paddleboarding,F,0,N,10
USA,2014,Hawaii,Stand-Up Paddleboarding,M,0,N,10
USA,2014,Hawaii,Surfing,M,0,N,10
AUSTRALIA,2014,New South Wales,Surfing,F,13,N,10
USA,2014,South Carolina,Standing in inner tube,F,7,N,10
USA,2014,Florida,Body surfing or Boogie boarding,F,0,N,10
USA,2014,Florida,Surfing,M,29,N,10
USA,2014,Florida,Fishing,F,40,N,10
USA,2014,Florida,Surfing,M,15,N,10
USA,2014,California,Surfing,M,28,N,10
AUSTRALIA,2014,Western Australia,Surfing,M,23,N,10
USA,2014,Florida,Surfing,M,0,N,9
FRENCH POLYNESIA,2014,Moorea,Feeding fish,F,36,N,9
AUSTRALIA,2014,New South Wales,Swimming,M,50,Y,9
USA,2014,Alabama,Fishing ,M,43,N,9
SPAIN,2014,Catalonia,Playing with an air mattress,M,16,N,9
USA,2014,Florida,Body surfing,F,13,N,8
USA,2014,Florida,Surfing,M,17,N,8
SPAIN,2014,Alicante,Swimming,F,30s,N,8
USA,2014,North Carolina,Surfing,M,29,N,8
USA,2014,South Carolina,Standing,F,0,N,8
USA,2014,North Carolina,Kite boarding,UNKNOWN,0,N,8
AUSTRALIA,2014,Western Australia,Spearfishing,M,31,N,8
USA,2014,Florida,Standing,M,0,N,8
USA,2014,Florida,other,M,26,N,8
BAHAMAS,2014,other,Spearfishing,M,0,N,8
USA,2014,Florida,Swimming,F,10,N,8
USA,2014,Louisiana,Swimming,M,7,N,8
USA,2014,South Carolina,Boogie boarding,M,10,N,8
USA,2014,Florida,Swimming,F,45,N,8
USA,2014,Florida,Surfing,M,50s,N,8
USA,2014,Florida,Boogie boarding,M,8,N,8
SOUTH AFRICA,2014,Western Cape Province,Surfing,M,20,N,8
USA,2014,North Carolina,Swimming,M,Teen,N,7
REUNION,2014,Saint-Leu,Surfing,M,51,N,7
USA,2014,Florida,Standing,M,8,N,7
SPAIN,2014,Canary Islands,Wading,UNKNOWN,0,N,7
USA,2014,Hawaii,Swimming,M,61,N,7
